ID,CRM_ID,NAME,GENDER,EMAIL_ADDRESS,PHONE_NUMBER,SOCIAL_SECURITY_NUMBER,STREET_ADDRESS,CITY,STATE,STATE_CODE,ZIP_CODE,EDUCATION,EMPLOYMENT_STATUS,MARITAL_STATUS,RESIDENCE,YRS_AT_CURRENT_ADDRESS,YRS_WITH_CURRENT_EMPLOYER,INCOME,NUMBER_OF_CARDS,CREDITCARD_DEBT,LOANS,CREDIT_SCORE
200528,C005528,Juwan Harman,Female,juwan.harman0528@mortgage-demo.local,650-555-1528,999-58-1528,7431 Hillcrest Court,San Jose,California,CA,95125,Master,Unemployed,Married,Owner Occupier,2,5,42441.66,1,857.25,1,641
200529,C005529,Johnathan Reaveley,Male,johnathan.reaveley0529@samplemail.test,626-555-1529,999-59-1529,2347 Oak Lane,Hayward,California,CA,45626,Doctor,Employed,Married,Private Renting,13,11,48383.6,3,1577.34,1,769
200530,C005530,Effie Dunnett,Female,effie.dunnett0530@example.com,213-555-1530,999-60-1530,3796 Sunset Road,West Hills,California,CA,49380,High School or Below,Unemployed,Single,Private Renting,11,15,48512.76,2,1541.64,1,764
200531,C005531,Kaine Hills,Male,kaine.hills0531@syntheticmail.test,650-555-1531,999-61-1531,7289 Vista Road,Huntington Beach,California,CA,42811,Bachelor,Medical Leave,Divorced,Private Renting,10,16,49023.7,1,1184.57,1,468
200532,C005532,Buck Fleis,Male,buck.fleis0532@samplemail.test,714-555-1532,999-62-1532,1219 Lincoln Road,Modesto,California,CA,95350,High School or Below,Unemployed,Single,Owner Occupier,4,8,44832.37,1,90.03,0,532
200533,C005533,Xavier Hickisson,Female,xavier.hickisson0533@example.com,805-555-1533,999-63-1533,131 Market Road,Orinda,California,CA,46506,Master,Unemployed,Single,Sheltered,17,8,47477.28,2,1198.9,1,522
200534,C005534,Jonatan Baggally,Female,jonatan.baggally0534@samplemail.test,916-555-1534,999-64-1534,2919 Oak Boulevard,Roseville,California,CA,47415,High School or Below,Employed,Married,Public Housing,12,13,50553.65,1,1359.97,1,500
200535,C005535,Claudia Whether,Male,claudia.whether0535@mortgage-demo.local,213-555-1535,999-65-1535,8904 River Drive,Modesto,California,CA,49262,High School or Below,Unemployed,Single,Private Renting,11,15,47971.59,3,1337.95,2,815
200536,C005536,Buck Armatage,Female,buck.armatage0536@syntheticmail.test,818-555-1536,999-66-1536,8015 Pine Boulevard,La Mirada,California,CA,90638,Bachelor,Disabled,Married,Owner Occupier,24,18,42314.72,1,2060.95,1,444
200537,C005537,Alanna Funk,Female,alanna.funk0537@mortgage-demo.local,818-555-1537,999-67-1537,7955 Market Court,Los Angeles,California,CA,38882,High School or Below,Unemployed,Married,Private Renting,10,12,48972.71,3,1187.82,2,669
200538,C005538,Iolanthe Offer,Male,iolanthe.offer0538@example.com,619-555-1538,999-68-1538,6213 Maple Court,Belmont,California,CA,94002,College,Employed,Married,Public Housing,6,6,51140.96,2,1162.26,0,528
200539,C005539,Archaimbaud Crosetti,Female,archaimbaud.crosetti0539@samplemail.test,949-555-1539,999-69-1539,224 Oak Avenue,Carson,California,CA,90749,Bachelor,Employed,Married,Owner Occupier,12,7,44240.66,1,1622.25,0,730
200540,C005540,Daryl Lesch,Female,daryl.lesch0540@syntheticmail.test,213-555-1540,999-70-1540,6566 Cedar Drive,San Jose,California,CA,47737,Bachelor,Employed,Married,Private Renting,13,15,49896.08,2,1227.15,0,601
200541,C005541,Justyn Hodgon,Male,justyn.hodgon0541@mortgage-demo.local,510-555-1541,999-71-1541,6966 Vista Avenue,Chatsworth,California,CA,52048,College,Employed,Married,Private Renting,9,14,48256.06,3,1215.5,1,619
200542,C005542,Jennyfer Boustead,Female,jennyfer.boustead0542@samplemail.test,916-555-1542,999-72-1542,6266 Oak Way,Long Beach,California,CA,53045,College,Employed,Married,Owner Occupier,10,13,51086.2,3,1951.47,1,573
200543,C005543,Prent Legros,Male,prent.legros0543@example.com,415-555-1543,999-73-1543,1563 Vista Road,Sacramento,California,CA,50758,High School or Below,Employed,Married,Owner Occupier,9,11,48382.45,2,1288.19,1,590
200544,C005544,Gino Powlowski,Female,gino.powlowski0544@mortgage-demo.local,916-555-1544,999-74-1544,2468 Oak Court,Tahoe City,California,CA,96145,High School or Below,Unemployed,Married,Owner Occupier,11,2,44899.46,1,1104.94,1,555
200545,C005545,Carmine Runte,Female,carmine.runte0545@samplemail.test,310-555-1545,999-75-1545,224 Cedar Street,San Jose,California,CA,95125,Master,Unemployed,Married,Owner Occupier,5,7,42346.52,1,647.45,0,675
200546,C005546,Alexane Cronin,Female,alexane.cronin0546@mortgage-demo.local,805-555-1546,999-76-1546,4442 Vista Court,Huntington Beach,California,CA,92649,Bachelor,Medical Leave,Divorced,Private Renting,0,18,52623.37,3,4228.84,1,850
200547,C005547,Kandy Nitzsche,Male,kandy.nitzsche0547@samplemail.test,202-555-1547,999-77-1547,2691 Vista Way,Sacramento,California,CA,38471,High School or Below,Employed,Married,Owner Occupier,10,11,49859.82,2,1178.12,1,728
200548,C005548,Delta Vincent,Male,delta.vincent0548@samplemail.test,619-555-1548,999-78-1548,1094 Lincoln Lane,Norwalk,California,CA,45949,College,Employed,Divorced,Public Housing,13,15,47715.37,3,1356.64,1,555
200549,C005549,Isai Bogan,Female,isai.bogan0549@samplemail.test,805-555-1549,999-79-1549,4588 Cedar Drive,Anaheim,California,CA,47591,High School or Below,Unemployed,Married,Owner Occupier,15,15,48062.82,2,1730.01,0,698
200550,C005550,Zuzana Koepp,Female,zuzana.koepp0550@samplemail.test,310-555-1550,999-80-1550,1497 Pine Road,Clovis,California,CA,37738,Master,Unemployed,Single,Owner Occupier,9,12,48229.29,3,850.39,1,746
200551,C005551,Abdullah Malyon,Male,abdullah.malyon0551@syntheticmail.test,714-555-1551,999-81-1551,7774 Lincoln Drive,Fullerton,California,CA,43310,Doctor,Employed,Married,Private Renting,12,11,47329.37,1,1518.63,1,487
200552,C005552,Domingo Baumbach,Male,domingo.baumbach0552@example.com,310-555-1552,999-82-1552,9141 Hillcrest Court,Norwalk,California,CA,45949,College,Employed,Divorced,Public Housing,14,9,50767.44,3,1548.49,2,531
200553,C005553,Rebe Turcotte,Male,rebe.turcotte0553@example.com,213-555-1553,999-83-1553,9605 Sunset Court,Anderson,California,CA,45685,College,Employed,Married,Private Renting,8,14,49149.02,1,1169.03,1,785
200554,C005554,Joellyn Lesch,Male,joellyn.lesch0554@example.com,650-555-1554,999-84-1554,7714 Pine Way,Sacramento,California,CA,38471,High School or Below,Employed,Married,Owner Occupier,10,13,50717.84,2,1246.52,1,702
200555,C005555,Abdullah Ollivier,Female,abdullah.ollivier0555@example.com,213-555-1555,999-85-1555,7265 Oak Court,Hayward,California,CA,94541,Doctor,Employed,Married,Private Renting,20,8,45880.04,2,0.0,0,503
200556,C005556,Effie Bergnaum,Male,effie.bergnaum0556@syntheticmail.test,415-555-1556,999-86-1556,6822 Oak Street,San Leandro,California,CA,94577,College,Employed,Married,Private Renting,10,6,40019.44,1,552.43,1,850
200557,C005557,Winona Isenor,Female,winona.isenor0557@mortgage-demo.local,805-555-1557,999-87-1557,7640 Pine Street,Yorba Linda,California,CA,92886,Bachelor,Employed,Married,Public Housing,3,4,46855.68,1,1552.59,1,618
200558,C005558,Florence Cronin,Female,florence.cronin0558@example.com,916-555-1558,999-88-1558,4043 Sunset Lane,San Francisco,California,CA,44189,High School or Below,Employed,Married,Public Housing,11,12,51562.76,2,1347.79,0,573
200559,C005559,Maegan Bernhard,Male,maegan.bernhard0559@example.com,619-555-1559,999-89-1559,8027 Lincoln Court,Woodland Hills,California,CA,40993,Master,Disabled,Divorced,Owner Occupier,13,14,51666.35,2,1232.04,1,525
200560,C005560,Wilie Mertz,Female,wilie.mertz0560@mortgage-demo.local,213-555-1560,999-10-1560,3399 Lincoln Drive,West Hills,California,CA,49380,High School or Below,Unemployed,Single,Private Renting,14,15,52218.49,3,1392.49,1,733
200561,C005561,Ervin Zulauf,Male,ervin.zulauf0561@mortgage-demo.local,650-555-1561,999-11-1561,130 Cedar Boulevard,West Hills,California,CA,91307,High School or Below,Unemployed,Single,Owner Occupier,13,23,45702.06,2,4602.64,0,550
200562,C005562,Loma Ollivier,Female,loma.ollivier0562@syntheticmail.test,916-555-1562,999-12-1562,7760 Market Drive,Orinda,California,CA,46506,Master,Unemployed,Single,Sheltered,8,11,49234.84,3,1424.86,2,584
200563,C005563,Jamal Smitham,Male,jamal.smitham0563@example.com,510-555-1563,999-13-1563,2688 Vista Road,Rancho Cucamonga,California,CA,91730,Bachelor,Unemployed,Single,Owner Occupier,26,18,42785.28,2,2068.13,0,682
200564,C005564,Brennan Baggally,Female,brennan.baggally0564@mortgage-demo.local,650-555-1564,999-14-1564,7516 Hillcrest Road,South Lake Tahoe,California,CA,41990,High School or Below,Unemployed,Married,Private Renting,11,11,48658.07,1,1369.93,1,593
200565,C005565,Enrique Boustead,Male,enrique.boustead0565@syntheticmail.test,650-555-1565,999-15-1565,9009 Hillcrest Lane,Alhambra,California,CA,91801,High School or Below,Employed,Single,Owner Occupier,3,4,50914.49,2,0.0,0,517
200566,C005566,Lelia Marquardt,Female,lelia.marquardt0566@mortgage-demo.local,415-555-1566,999-16-1566,8001 Pine Avenue,San Diego,California,CA,92101,College,Unemployed,Single,Private Renting,34,20,61998.66,2,1116.15,1,792
200567,C005567,Othilia Everiss,Female,othilia.everiss0567@mortgage-demo.local,310-555-1567,999-17-1567,6293 Cedar Boulevard,Stockton,California,CA,95202,Bachelor,Employed,Married,Owner Occupier,8,14,44074.4,2,806.48,0,813
200568,C005568,Milo Jacobi,Male,milo.jacobi0568@example.com,619-555-1568,999-18-1568,6627 Oak Road,Newport Beach,California,CA,92660,Bachelor,Employed,Single,Owner Occupier,20,7,45919.64,1,811.49,1,850
200569,C005569,Wynnie Hodgon,Male,wynnie.hodgon0569@mortgage-demo.local,949-555-1569,999-19-1569,8766 Lincoln Street,Dana Point,California,CA,42049,High School or Below,Unemployed,Married,Private Renting,13,11,47580.09,1,1299.1,2,480
200570,C005570,Rivi Farrell,Female,rivi.farrell0570@syntheticmail.test,510-555-1570,999-20-1570,7126 Oak Way,Hayward,California,CA,94541,Doctor,Employed,Married,Private Renting,25,7,47076.48,2,88.08,1,486
200571,C005571,Julian Hintz,Male,julian.hintz0571@syntheticmail.test,805-555-1571,999-21-1571,5319 Sunset Avenue,Belmont,California,CA,94002,College,Employed,Married,Public Housing,12,9,52295.66,2,1351.73,0,442
200572,C005572,Delmer Augie,Male,delmer.augie0572@syntheticmail.test,202-555-1572,999-22-1572,4000 Vista Way,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,13,13,48535.84,3,1179.82,2,613
200573,C005573,Delores Colliver,Male,delores.colliver0573@mortgage-demo.local,949-555-1573,999-23-1573,1299 Hillcrest Street,Chatsworth,California,CA,52048,College,Employed,Married,Private Renting,14,12,51113.18,2,1579.58,2,632
200574,C005574,Estelle Zulauf,Male,estelle.zulauf0574@samplemail.test,805-555-1574,999-24-1574,4536 Vista Avenue,Hesperia,California,CA,45186,High School or Below,Employed,Married,Owner Occupier,12,12,47369.16,3,1512.1,1,712
200575,C005575,Bernelle Treutel,Female,bernelle.treutel0575@mortgage-demo.local,916-555-1575,999-25-1575,3622 Maple Drive,Sacramento,California,CA,48031,Bachelor,Employed,Married,Owner Occupier,13,8,48622.45,2,1557.72,0,594
200576,C005576,Magnum Deckow,Male,magnum.deckow0576@syntheticmail.test,818-555-1576,999-26-1576,3452 Vista Road,Santa Maria,California,CA,49995,High School or Below,Unemployed,Single,Public Housing,14,13,46030.21,2,1350.81,2,801
200577,C005577,Galven Petruk,Female,galven.petruk0577@syntheticmail.test,805-555-1577,999-27-1577,485 Cedar Road,San Francisco,California,CA,94103,Bachelor,Unemployed,Single,Owner Occupier,1,16,48267.01,2,859.13,1,662
200578,C005578,Kandy Stehr,Female,kandy.stehr0578@example.com,415-555-1578,999-28-1578,1589 Hillcrest Lane,Roseville,California,CA,95661,High School or Below,Employed,Married,Owner Occupier,12,0,58455.22,3,468.64,0,672
200579,C005579,Estelle Funk,Male,estelle.funk0579@mortgage-demo.local,415-555-1579,999-29-1579,8230 Vista Boulevard,Concord,California,CA,94520,Bachelor,Unemployed,Single,Owner Occupier,13,26,59745.04,1,12938.38,0,779
200580,C005580,Bobbie Friesen,Female,bobbie.friesen0580@example.com,626-555-1580,999-30-1580,6281 Pine Boulevard,Sacramento,California,CA,48031,Bachelor,Employed,Married,Owner Occupier,12,12,47046.72,2,1303.36,2,646
200581,C005581,Beverlee Jurgensen,Female,beverlee.jurgensen0581@example.com,714-555-1581,999-31-1581,6067 Oak Boulevard,San Jose,California,CA,95125,Master,Unemployed,Married,Owner Occupier,4,8,44395.33,2,884.1,1,735
200582,C005582,Isai McGlynn,Female,isai.mcglynn0582@syntheticmail.test,415-555-1582,999-32-1582,7524 Market Way,San Jose,California,CA,38823,College,Employed,Married,Public Housing,11,11,49319.09,2,872.51,1,579
200583,C005583,Lelia Lesch,Female,lelia.lesch0583@syntheticmail.test,916-555-1583,999-33-1583,1153 Hillcrest Drive,Hayward,California,CA,94541,Doctor,Employed,Married,Private Renting,20,8,43989.65,1,0.0,2,511
200584,C005584,Wes Carroll,Male,wes.carroll0584@syntheticmail.test,310-555-1584,999-34-1584,7022 Maple Street,San Jose,California,CA,41374,Bachelor,Employed,Married,Owner Occupier,11,10,48386.43,3,1067.26,0,548
200585,C005585,Delfina Huc,Male,delfina.huc0585@samplemail.test,916-555-1585,999-35-1585,4260 Lincoln Drive,Modesto,California,CA,49262,High School or Below,Unemployed,Single,Private Renting,15,13,48551.88,1,1268.58,2,748
200586,C005586,Gus Harman,Male,gus.harman0586@mortgage-demo.local,650-555-1586,999-36-1586,2594 Pine Drive,San Francisco,California,CA,52253,Bachelor,Unemployed,Single,Public Housing,13,13,50334.85,2,1452.99,1,547
200587,C005587,Gilbert Walter,Female,gilbert.walter0587@syntheticmail.test,619-555-1587,999-37-1587,7815 Pine Road,San Leandro,California,CA,38178,College,Employed,Married,Owner Occupier,13,14,49021.69,2,852.39,1,658
200588,C005588,Roosevelt Reaveley,Female,roosevelt.reaveley0588@example.com,415-555-1588,999-38-1588,5610 Market Drive,Torrance,California,CA,90503,Bachelor,Employed,Married,Owner Occupier,6,9,43896.96,2,1204.09,0,502
200589,C005589,Tiffanie Howell,Female,tiffanie.howell0589@example.com,510-555-1589,999-39-1589,5399 Vista Street,La Mirada,California,CA,90638,Bachelor,Disabled,Married,Owner Occupier,21,14,43067.79,1,2042.45,1,339
200590,C005590,Sydnee Pays,Female,sydnee.pays0590@samplemail.test,714-555-1590,999-40-1590,660 Pine Drive,San Lorenzo,California,CA,94580,High School or Below,Employed,Married,Owner Occupier,7,21,53327.87,2,3232.83,0,824
200591,C005591,Norris Consadine,Male,norris.consadine0591@example.com,650-555-1591,999-41-1591,5225 Maple Lane,Newport Beach,California,CA,38559,Bachelor,Employed,Single,Owner Occupier,13,13,48706.24,3,770.0,2,689
200592,C005592,Kelvin MacGinlay,Male,kelvin.macginlay0592@samplemail.test,202-555-1592,999-42-1592,9650 Pine Way,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,12,12,51898.35,3,1265.18,0,531
200593,C005593,Cynthy Hessel,Male,cynthy.hessel0593@syntheticmail.test,202-555-1593,999-43-1593,1827 Cedar Way,Lakewood,California,CA,53250,High School or Below,Disabled,Married,Public Housing,16,12,48422.9,2,1822.14,1,580
200594,C005594,Johnathan Bayles,Female,johnathan.bayles0594@samplemail.test,619-555-1594,999-44-1594,3494 Sunset Drive,Orinda,California,CA,94563,Master,Unemployed,Single,Private Renting,28,13,51672.15,1,475.16,1,778
200595,C005595,Minta Wolff,Male,minta.wolff0595@syntheticmail.test,415-555-1595,999-45-1595,9753 Hillcrest Drive,West Hills,California,CA,37093,High School or Below,Unemployed,Single,Private Renting,12,12,47540.76,2,738.81,1,680
200596,C005596,Minta Murphy,Female,minta.murphy0596@example.com,650-555-1596,999-46-1596,6698 Lincoln Road,Lakewood,California,CA,40964,High School or Below,Disabled,Married,Public Housing,10,14,49715.88,3,1076.62,2,454
200597,C005597,Xavier Shilstone,Female,xavier.shilstone0597@mortgage-demo.local,310-555-1597,999-47-1597,1751 Maple Lane,Yorba Linda,California,CA,42899,Bachelor,Employed,Married,Public Housing,11,10,49504.04,2,1132.43,1,552
200598,C005598,Zoey Bruen,Female,zoey.bruen0598@syntheticmail.test,818-555-1598,999-48-1598,972 Maple Avenue,Norwalk,California,CA,90650,College,Employed,Divorced,Public Housing,24,13,55628.74,3,1930.91,1,801
200599,C005599,Xavier Pays,Female,xavier.pays0599@example.com,805-555-1599,999-49-1599,7181 Market Court,Rancho Cucamonga,California,CA,51403,Bachelor,Unemployed,Single,Owner Occupier,10,13,46075.03,2,1797.36,1,756
200600,C005600,Shyann Pouros,Male,shyann.pouros0600@samplemail.test,415-555-1600,999-50-1600,3017 Lincoln Way,San Leandro,California,CA,94577,College,Employed,Married,Private Renting,10,10,41565.68,1,566.99,1,835
200601,C005601,Bertram Griffe,Male,bertram.griffe0601@mortgage-demo.local,202-555-1601,999-51-1601,266 Pine Boulevard,San Francisco,California,CA,49644,Bachelor,Employed,Married,Owner Occupier,11,11,50314.21,3,1879.95,0,601
200602,C005602,Delores Pays,Female,delores.pays0602@example.com,949-555-1602,999-52-1602,9404 River Lane,San Jose,California,CA,48705,Master,Unemployed,Married,Living with parents/guardian,6,10,47413.4,1,1189.83,1,518
200603,C005603,Cordell Bogan,Male,cordell.bogan0603@syntheticmail.test,619-555-1603,999-53-1603,310 Oak Lane,Chatsworth,California,CA,52048,College,Employed,Married,Private Renting,13,10,45175.75,3,1601.81,0,575
200604,C005604,Tiffanie Zulauf,Female,tiffanie.zulauf0604@mortgage-demo.local,714-555-1604,999-54-1604,2976 Maple Avenue,San Francisco,California,CA,94115,High School or Below,Employed,Married,Private Renting,4,8,48705.67,2,3695.58,1,402
200605,C005605,Zuzana Labadie,Male,zuzana.labadie0605@syntheticmail.test,650-555-1605,999-55-1605,2018 Hillcrest Avenue,Aptos,California,CA,37210,College,Employed,Single,Private Renting,10,16,48764.96,2,1080.2,1,677
200606,C005606,Ervin Whether,Male,ervin.whether0606@syntheticmail.test,626-555-1606,999-56-1606,9910 Lincoln Court,Woodland Hills,California,CA,53280,Master,Disabled,Divorced,Owner Occupier,11,11,53350.49,2,1752.72,0,668
200607,C005607,Ervin Connelly,Male,ervin.connelly0607@example.com,916-555-1607,999-57-1607,7114 Sunset Lane,Hesperia,California,CA,45186,High School or Below,Employed,Married,Owner Occupier,12,14,49462.27,1,1157.13,1,723
200608,C005608,Kennedi Rath,Male,kennedi.rath0608@example.com,310-555-1608,999-58-1608,2097 Vista Road,Chatsworth,California,CA,39761,College,Employed,Married,Private Renting,10,8,47401.57,1,1225.58,1,544
200609,C005609,Minta Augie,Male,minta.augie0609@samplemail.test,510-555-1609,999-59-1609,492 River Lane,Vacaville,California,CA,95687,College,Unemployed,Single,Owner Occupier,12,13,47277.14,2,562.55,0,528
200610,C005610,Osmond Colliver,Female,osmond.colliver0610@syntheticmail.test,310-555-1610,999-60-1610,9806 Vista Road,Sacramento,California,CA,48031,Bachelor,Employed,Married,Owner Occupier,9,16,49782.74,1,1499.03,1,641
200611,C005611,Marion Armstrong,Female,marion.armstrong0611@mortgage-demo.local,805-555-1611,999-61-1611,2101 Lincoln Court,Chino Hills,California,CA,38031,Master,Employed,Divorced,Owner Occupier,12,15,49753.96,2,1025.95,0,595
200612,C005612,Zoey Okuneva,Female,zoey.okuneva0612@mortgage-demo.local,510-555-1612,999-62-1612,1725 Market Lane,Chino Hills,California,CA,38031,Master,Employed,Divorced,Owner Occupier,15,16,47408.92,2,1060.8,0,717
